,driver_id,month,year,total_income,total_km,num_drives,total_time,gender,age,vetek,kviut,average_km
873,73,november,2015,145486.55124756615,9985.37023486088,25,140.66666666666666,m,47.0,14.7,1.0,399.4148093944352
874,73,october,2015,153567.78562558477,9185.499420450056,27,126.0,m,47.0,14.7,1.0,340.20368223889096
875,73,september,2015,134065.8430495441,7894.978294910375,27,103.61666666666666,m,47.0,14.7,1.0,292.40660351519904
876,74,april,2015,315971.62124667066,11753.606869722802,26,157.75,m,35.0,15.0,1.0,452.0618026816462
877,74,august,2015,167732.50139998228,10012.916373585187,26,137.07069221277777,m,35.0,15.0,1.0,385.1121682148149
878,74,december,2015,129787.16805172048,8642.024763007195,27,115.1134170425,m,35.0,15.0,1.0,320.07499122248873
879,74,february,2015,83644.02880686171,7513.36826240622,27,93.43333333333334,m,35.0,15.0,1.0,278.2728986076378
880,74,january,2015,131648.7372540653,8984.68466061941,26,120.51931649611112,m,35.0,15.0,1.0,345.5647946392081
881,74,july,2015,134733.648599732,9584.030705235493,25,128.4,m,35.0,15.0,1.0,383.3612282094197
882,74,june,2015,165742.47889342473,10283.697381557473,26,147.35,m,35.0,15.0,1.0,395.5268223675951
883,74,march,2015,152347.15016082022,8749.479616037072,27,114.24877895277777,m,35.0,15.0,1.0,324.05480059396564
884,74,may,2015,191037.79111487253,11780.85941814135,27,164.23333333333335,m,35.0,15.0,1.0,436.3281265978278
885,74,november,2015,111459.18144318754,6495.642673920208,25,83.43333333333334,m,35.0,15.0,1.0,259.8257069568083
886,74,october,2015,107101.60386677351,7751.065851157136,25,103.28333333333333,m,35.0,15.0,1.0,310.04263404628546
887,74,september,2015,127105.49538268076,8714.444376851405,27,103.41666666666667,m,35.0,15.0,1.0,322.7571991426446
888,75,april,2015,160697.34217415852,8223.337789675707,26,111.45752218555556,m,45.0,6.5,1.0,316.2822226798349
889,75,august,2015,194190.252327609,10825.404410056723,27,152.09200687027777,m,45.0,6.5,1.0,400.9409040761749
890,75,december,2015,109175.23402470055,7346.3802132287565,25,101.45,m,45.0,6.5,1.0,293.8552085291503
891,75,february,2015,145555.693666468,9083.853930255522,27,121.92731564555555,m,45.0,6.5,1.0,336.4390344539082
892,75,january,2015,161554.36693802965,8577.586046205337,27,120.66666666666667,m,45.0,6.5,1.0,317.6883720816791
893,75,july,2015,146207.86804148296,8602.19495108966,26,116.04443797194445,m,45.0,6.5,1.0,330.8536519649869
894,75,june,2015,152323.33810604346,9525.081249525707,26,127.43333333333334,m,45.0,6.5,1.0,366.3492788279118
895,75,march,2015,157367.0185665426,8886.020546979229,27,124.41666666666667,m,45.0,6.5,1.0,329.11187211034184
896,75,may,2015,120076.46566368258,7662.341670510607,26,99.75,m,45.0,6.5,1.0,294.7054488657926
897,75,november,2015,125472.08989996163,8279.455120148872,27,109.45,m,45.0,6.5,1.0,306.6464859314397
898,75,october,2015,169047.50859978297,11931.212551969138,26,161.06151162361112,m,45.0,6.5,1.0,458.8927904603515
899,75,september,2015,169114.41410615906,8920.444423570545,26,118.11666666666666,m,45.0,6.5,1.0,343.0940162911748
900,76,april,2015,113230.26191285464,6373.996877731824,26,83.48333333333333,u,45.0,11.5,1.0,245.1537260666086
901,76,august,2015,110801.32874603325,8033.409302943235,27,107.63333333333333,u,45.0,11.5,1.0,297.5336778867865
902,76,december,2015,174902.2576236733,9372.633708927822,27,124.13333333333333,u,45.0,11.5,1.0,347.13458181214156
903,76,february,2015,117445.00395537588,7962.456346263271,26,109.0,u,45.0,11.5,1.0,306.24832101012584
904,76,january,2015,171549.7906015189,11631.056334137058,27,151.2,u,45.0,11.5,1.0,430.77986422729845
905,76,july,2015,201068.93163243035,11350.971438252212,27,149.5716805638889,u,45.0,11.5,1.0,420.40634956489674
906,76,june,2015,254570.01995532363,11520.77830630176,26,157.18333333333334,u,45.0,11.5,1.0,443.10685793468303
907,76,march,2015,118184.18098339645,7416.218706918623,26,102.66666666666667,u,45.0,11.5,1.0,285.2391810353316
908,76,may,2015,193935.39115324535,11071.06358521206,27,146.46666666666667,u,45.0,11.5,1.0,410.0393920448911
909,76,november,2015,134532.72479244668,8079.373262731693,27,108.85,u,45.0,11.5,1.0,299.2360467678405
910,76,october,2015,151436.45476021705,8676.762581895353,26,116.75,u,45.0,11.5,1.0,333.72163776520586
911,76,september,2015,298291.20135231747,12508.564885963235,27,167.01666666666665,u,45.0,11.5,1.0,463.2801809616013
912,77,april,2015,234992.51296716876,11961.221526068532,27,159.08333333333334,m,61.0,8.9,1.0,443.0082046692049
913,77,august,2015,196558.46052104607,11386.704576139404,27,131.28333333333333,m,61.0,8.9,1.0,421.7297991162742
914,77,december,2015,136478.62018279333,8144.0002813527135,27,107.38333333333334,m,61.0,8.9,1.0,301.6296400501005
915,77,february,2015,133247.53616576863,8300.44064896877,26,114.61666666666667,m,61.0,8.9,1.0,319.2477172680296
916,77,january,2015,150826.1744033519,11178.399518911172,27,151.18333333333334,m,61.0,8.9,1.0,414.01479699671006
917,77,july,2015,131026.64741011692,9210.455664334955,24,123.26666666666667,m,61.0,8.9,1.0,383.76898601395646
918,77,june,2015,161871.21237527876,11010.094103924252,26,138.3914744561111,m,61.0,8.9,1.0,423.46515784324043
919,77,march,2015,140615.9379623636,7874.589779358941,26,108.95,m,61.0,8.9,1.0,302.8688376676516
920,77,may,2015,150238.15763703766,7629.8047992973425,27,98.41666666666667,m,61.0,8.9,1.0,282.5853629369386
921,77,november,2015,155440.64282316924,8548.88897909731,26,114.2520923725,m,61.0,8.9,1.0,328.8034222729735
922,77,october,2015,138282.84223776078,8815.741877723856,27,121.33333333333333,m,61.0,8.9,1.0,326.5089584342169
923,77,september,2015,177488.224994449,10046.269498909614,25,126.5,m,61.0,8.9,1.0,401.8507799563846
924,78,april,2015,106354.72087539372,7729.647920317849,26,104.38333333333334,m,34.0,7.9,1.0,297.2941507814557
925,78,august,2015,130498.40737917753,7593.479847760838,27,100.21722162055555,m,34.0,7.9,1.0,281.2399943615125
926,78,december,2015,154034.8756351606,10824.91790256917,25,151.70000000000002,m,34.0,7.9,1.0,432.9967161027668
927,78,february,2015,166133.91173250994,9429.061813731545,27,123.6656537025,m,34.0,7.9,1.0,349.22451161968684
928,78,january,2015,95012.58993024786,7740.517234559636,27,109.18333333333334,m,34.0,7.9,1.0,286.68582350220873
929,78,july,2015,183288.01825958604,10013.351485115581,27,120.60995919,m,34.0,7.9,1.0,370.8648698190956
930,78,june,2015,95785.62459930443,7398.158823198888,27,97.15,m,34.0,7.9,1.0,274.00588234069954
931,78,march,2015,176768.4638186887,9421.34302858327,27,126.90597050111111,m,34.0,7.9,1.0,348.93863068826926
932,78,may,2015,114562.92704573607,7781.899951526359,27,104.11142563472222,m,34.0,7.9,1.0,288.2185167231985
933,78,november,2015,146027.79627968147,7938.152915753381,27,117.5,m,34.0,7.9,1.0,294.00566354642154
934,78,october,2015,323238.1249628365,13634.683305099883,26,167.00956534666668,m,34.0,7.9,1.0,524.4108963499955
935,78,september,2015,105783.29603152156,6744.705576198107,26,93.3,m,34.0,7.9,1.0,259.4117529306964
936,79,april,2015,164317.39261858762,10883.075773505065,27,152.30130197611112,m,40.0,4.9,1.0,403.0768805001876
937,79,august,2015,121134.74127769169,7826.5561179018705,27,94.83150494,m,40.0,4.9,1.0,289.8724488111804
938,79,december,2015,185864.91024504503,10450.59281593384,25,141.9,m,40.0,4.9,1.0,418.0237126373536
939,79,february,2015,166117.18271356815,9301.310605953342,27,132.43333333333334,m,40.0,4.9,1.0,344.49298540567935
940,79,january,2015,103845.50009290174,6440.612645079941,27,96.16666666666667,m,40.0,4.9,1.0,238.54120907703486
941,79,july,2015,106971.32398531049,6892.333385043187,27,99.13384614,m,40.0,4.9,1.0,255.27160685345137
942,79,june,2015,183158.75743959783,9510.317794424178,26,118.79805130805556,m,40.0,4.9,1.0,365.78145363169915
943,79,march,2015,127970.24373276698,7669.7808651952955,23,99.83333333333333,m,40.0,4.9,1.0,333.46873326936065
944,79,may,2015,99786.88352096455,7631.681120729808,27,102.91395463361111,m,40.0,4.9,1.0,282.6548563233262
945,79,november,2015,136158.33830252488,8531.086781241369,26,114.71666666666667,m,40.0,4.9,1.0,328.1187223554373
946,79,october,2015,225015.5853325465,11901.751584809146,26,130.73333333333332,m,40.0,4.9,1.0,457.75967633881334
947,79,september,2015,124090.81413471764,7695.299284250957,26,103.92597702388889,m,40.0,4.9,1.0,295.97304939426755
948,80,april,2015,125914.34006582187,9016.874876001946,27,124.28478370138889,m,56.0,17.5,1.0,333.9583287408128
949,80,august,2015,201084.36386983388,10640.674620954469,27,131.75741445,m,56.0,17.5,1.0,394.0990600353507
950,80,december,2015,135815.25512090657,8781.075849630286,27,119.39999999999999,m,56.0,17.5,1.0,325.22503146778837
951,80,february,2015,175279.97795301827,11181.630436407037,27,150.9398529888889,m,56.0,17.5,1.0,414.134460607668
952,80,january,2015,129187.07717363081,8633.864943034656,27,110.12168808333334,m,56.0,17.5,1.0,319.7727756679502
953,80,july,2015,148863.21537388724,9366.223284502119,27,127.23333333333333,m,56.0,17.5,1.0,346.89715868526366
954,80,june,2015,141016.50698850883,8379.317176809654,27,112.05,m,56.0,17.5,1.0,310.3450806225798
955,80,march,2015,101457.9461703248,6915.283053141287,27,95.52805631444444,m,56.0,17.5,1.0,256.1215945607884
956,80,may,2015,148377.16298138298,8766.280670883116,27,114.86666666666666,m,56.0,17.5,1.0,324.67706188455986
957,80,november,2015,239536.26383152918,13404.276563122201,26,161.33333333333334,m,56.0,17.5,1.0,515.5490985816231
958,80,october,2015,134543.7800267564,8001.698335296635,27,109.05,m,56.0,17.5,1.0,296.3591976035791
959,80,september,2015,103000.70909661846,7159.903749580083,26,86.35283145833333,m,56.0,17.5,1.0,275.3809134453878
960,81,april,2015,106876.34717991651,7822.521447310497,27,102.6211820825,m,40.0,14.4,1.0,289.7230165670554
961,81,august,2015,111766.25993023416,8218.919432606444,27,103.75334484888889,m,40.0,14.4,1.0,304.4044234298683
962,81,december,2015,152482.65320263954,8998.847516651324,27,117.05398824472222,m,40.0,14.4,1.0,333.2906487648638
963,81,february,2015,148386.59910978482,9354.784407751014,27,121.33333333333333,m,40.0,14.4,1.0,346.4734965833709
964,81,january,2015,147681.58308293705,8874.717316493925,27,113.16666666666667,m,40.0,14.4,1.0,328.69323394421946
965,81,july,2015,174999.41998462135,10154.116170482446,27,128.81552512027778,m,40.0,14.4,1.0,376.07837668453504
966,81,june,2015,203867.57668450303,9952.878558998866,26,139.15,m,40.0,14.4,1.0,382.80302149995634
967,81,march,2015,141261.42628309233,9266.723082940376,27,119.96666666666667,m,40.0,14.4,1.0,343.2119660348287
968,81,may,2015,123597.57093220949,9255.75956916965,27,117.75178287194444,m,40.0,14.4,1.0,342.8059099692463
969,81,november,2015,86243.27098851139,6365.964289165497,25,81.58333333333333,m,40.0,14.4,1.0,254.63857156661987
970,81,october,2015,86181.80721381081,7046.591165384218,26,88.93427436277778,m,40.0,14.4,1.0,271.0227371301622
971,81,september,2015,148261.84163115217,7935.5410319412185,27,107.6,m,40.0,14.4,1.0,293.908927108934
972,82,april,2015,221677.840875603,14121.367132187355,27,176.6,m,60.0,4.0,1.0,523.0135974884206
973,82,august,2015,133421.794173618,8749.412437487255,27,115.5,m,60.0,4.0,1.0,324.052312499528
974,82,december,2015,109800.22006709172,7197.410136778613,26,105.3,m,60.0,4.0,1.0,276.8234667991774
975,82,february,2015,117194.3153190256,7441.693424527334,27,102.3004075525,m,60.0,4.0,1.0,275.61827498249386
976,82,january,2015,157338.10818221883,9296.257306202786,27,122.0,m,60.0,4.0,1.0,344.30582615565874
977,82,july,2015,119152.15056894928,7338.245874516748,27,98.53519505305556,m,60.0,4.0,1.0,271.786884241361
978,82,june,2015,87912.39701079972,7244.231705612769,27,100.76666666666667,m,60.0,4.0,1.0,268.3048779856581
979,82,march,2015,164529.33005712958,10740.627077654011,27,154.45395965305556,m,60.0,4.0,1.0,397.8010028760745
980,82,may,2015,237604.63174511484,11716.06056408016,27,159.51666666666665,m,60.0,4.0,1.0,433.92816904000597
981,82,november,2015,146567.27902831757,7283.518763184402,26,97.75,m,60.0,4.0,1.0,280.1353370455539
982,82,october,2015,166137.34972910324,9453.088521803485,26,125.04070590722222,m,60.0,4.0,1.0,363.5803277616725
983,82,september,2015,181659.4668703323,9728.03720441436,27,126.2929843138889,m,60.0,4.0,1.0,360.2976742375689
984,83,april,2015,104773.03779648102,7790.216063304066,26,106.00294424055556,m,64.0,8.2,1.0,299.62369474246407
985,83,august,2015,129723.59021944526,8481.675902192626,27,113.49847832583333,m,64.0,8.2,1.0,314.1361445256528
986,83,december,2015,230146.67625980073,11269.345489198331,27,156.67228738277777,m,64.0,8.2,1.0,417.38316626660486
987,83,february,2015,122485.00864079832,8703.326422470851,27,118.1,m,64.0,8.2,1.0,322.345423054476
988,83,january,2015,120651.68686764299,8006.204001689518,26,111.01666666666667,m,64.0,8.2,1.0,307.93092314190454
989,83,july,2015,310740.24713616277,11896.687655175356,27,156.7550844011111,m,64.0,8.2,1.0,440.618061302791
990,83,june,2015,137100.7283205997,8748.743396975608,27,116.51639173055555,m,64.0,8.2,1.0,324.0275332213188
991,83,march,2015,120181.15355128197,7295.031931251108,27,103.38333333333334,m,64.0,8.2,1.0,270.1863678241151
992,83,may,2015,211004.90441017147,13710.478110179809,27,188.0413933902778,m,64.0,8.2,1.0,507.79548556221516
993,83,november,2015,122419.01014633881,7446.269691969908,27,99.61666666666666,m,64.0,8.2,1.0,275.78776636925585
994,83,october,2015,101170.84518683831,6936.194516673092,27,95.67113920666667,m,64.0,8.2,1.0,256.89609321011454
995,83,september,2015,154166.81088234502,9625.224970408715,27,122.91666666666667,m,64.0,8.2,1.0,356.48981371884133
996,84,april,2015,159245.8665170857,8445.911742550668,26,116.56666666666666,u,35.0,18.8,1.0,324.84275932887186
997,84,august,2015,283645.78598486225,14153.04714865027,26,181.48333333333335,u,35.0,18.8,1.0,544.3479672557796
998,84,december,2015,146964.19831014686,7950.488248900272,26,106.26241931111112,u,35.0,18.8,1.0,305.7880095730874
999,84,february,2015,207873.38260674104,10502.86604218513,27,147.85527395638888,u,35.0,18.8,1.0,388.99503859944923
1000,84,january,2015,154572.81484913055,9277.125511025297,27,111.68157369694444,u,35.0,18.8,1.0,343.59724114908505
1001,84,july,2015,130403.84919364325,8007.081561482743,27,107.46995544194445,u,35.0,18.8,1.0,296.5585763512127
1002,84,june,2015,149360.07542451457,8109.917339442099,26,107.56666666666666,u,35.0,18.8,1.0,311.91989767084993
1003,84,march,2015,169006.57255021672,8984.971464824326,26,117.95,u,35.0,18.8,1.0,345.5758255701664
1004,84,may,2015,163885.55388070628,9453.698482917334,27,127.09784005388889,u,35.0,18.8,1.0,350.1369808487902
1005,84,november,2015,163453.69205787402,9675.7515670182,27,126.66741501194444,u,35.0,18.8,1.0,358.3611691488222
1006,84,october,2015,199298.4215832039,12437.308565508198,26,163.57006867555555,u,35.0,18.8,1.0,478.3580217503153
1007,84,september,2015,162975.96857316248,9348.693239359609,26,116.58019663416667,u,35.0,18.8,1.0,359.5651245907542
1008,85,april,2015,208575.1604144109,11505.499261830146,27,145.54999999999998,m,37.0,16.7,1.0,426.1296022900054
1009,85,august,2015,136160.37484200852,7830.940710938494,26,102.48333333333333,m,37.0,16.7,1.0,301.19002734378824
1010,85,december,2015,147505.9696594771,9053.780964321913,26,115.78333333333333,m,37.0,16.7,1.0,348.22234478161204
1011,85,february,2015,165964.69840040634,10969.120690003489,27,145.38222509972223,m,37.0,16.7,1.0,406.26372925938847
1012,85,january,2015,129006.17937765853,8277.00606085796,27,109.58333333333333,m,37.0,16.7,1.0,306.5557800317763
1013,85,july,2015,98566.32508535031,6671.181464672574,27,88.81666666666666,m,37.0,16.7,1.0,247.08079498787313
1014,85,june,2015,97696.35189395811,7077.3113421018215,26,93.6,m,37.0,16.7,1.0,272.2042823885316
1015,85,march,2015,164547.68271430832,9916.757646012771,26,129.14631263916667,m,37.0,16.7,1.0,381.4137556158758
1016,85,may,2015,151629.7206053337,8610.872301999492,27,108.65,m,37.0,16.7,1.0,318.92119637035154
1017,85,november,2015,100381.51133210454,8375.946417142699,26,112.45,m,37.0,16.7,1.0,322.1517852747192
1018,85,october,2015,130124.78260535681,8077.17608712825,26,108.71168079499999,m,37.0,16.7,1.0,310.6606187357019
1019,85,september,2015,245683.0847595158,10820.581622382655,27,136.85,m,37.0,16.7,1.0,400.7622823104687
1020,86,april,2015,149596.51089069233,9449.336646043781,27,121.31666666666666,u,124.0,5.4,1.0,349.97543133495486
1021,86,august,2015,181181.93482026595,8889.365004024581,27,112.81666666666666,u,124.0,5.4,1.0,329.2357408897993
1022,86,december,2015,216796.50305433047,14067.850564024851,26,166.4279165786111,u,124.0,5.4,1.0,541.0711755394174
1023,86,february,2015,124688.11987842448,8558.236237467405,27,112.91666666666667,u,124.0,5.4,1.0,316.9717124987928
1024,86,january,2015,107978.96948829075,8320.504120098045,27,113.54045760972222,u,124.0,5.4,1.0,308.16681926289056
1025,86,july,2015,91741.33741182476,6699.6306550688305,26,90.71666666666667,u,124.0,5.4,1.0,257.6781021180319
1026,86,june,2015,140794.2039282439,8503.22706588206,26,116.32319829222222,u,124.0,5.4,1.0,327.0471948416177
1027,86,march,2015,141006.053837065,8747.093604242957,26,115.53333333333333,u,124.0,5.4,1.0,336.42667708626755
1028,86,may,2015,126262.54021672791,10054.094175616212,26,121.50080174722223,u,124.0,5.4,1.0,386.6959298313928
1029,86,november,2015,191174.89592273923,10894.310253661115,27,126.48333333333333,u,124.0,5.4,1.0,403.4929723578191
1030,86,october,2015,144498.95443749594,8646.33476651753,27,124.41666666666667,u,124.0,5.4,1.0,320.2346209821307
1031,86,september,2015,130040.96951590928,7901.171669749687,26,104.65788664777777,u,124.0,5.4,1.0,303.89121806729565
1032,87,april,2015,229594.37195108796,13150.39190818721,27,167.35,m,46.0,15.4,1.0,487.0515521550819
1033,87,august,2015,138798.35594727186,8851.571970947974,27,122.33333333333333,m,46.0,15.4,1.0,327.83599892399906
1034,87,december,2015,118472.98946110898,8669.651606728134,26,117.55809554166666,m,46.0,15.4,1.0,333.44813872031284
1035,87,february,2015,135475.16754427468,8353.30143250254,27,112.84583567805555,m,46.0,15.4,1.0,309.3815345371311
1036,87,january,2015,155248.4463579792,9827.212630726865,27,130.13333333333333,m,46.0,15.4,1.0,363.97083817506905
1037,87,july,2015,272983.76614194765,11712.906424826399,26,159.7041661111111,m,46.0,15.4,1.0,450.4964009548615
1038,87,june,2015,119543.61306812128,7296.817403064657,27,99.98188311111112,m,46.0,15.4,1.0,270.2524964098021
1039,87,march,2015,125904.2811807674,8613.749604538005,27,112.52365557472223,m,46.0,15.4,1.0,319.0277631310372
1040,87,may,2015,118906.69468925621,8449.120852170672,27,114.36666666666667,m,46.0,15.4,1.0,312.9304019322471
1041,87,november,2015,155721.26538602432,9768.882820663715,27,132.7546027638889,m,46.0,15.4,1.0,361.8104748393969
1042,87,october,2015,171373.25394278628,9020.115056078243,26,120.43459439916667,m,46.0,15.4,1.0,346.9275021568555
1043,87,september,2015,135881.6569542477,9573.99686684452,27,128.85,m,46.0,15.4,1.0,354.592476549797
1044,88,april,2015,140115.10873823182,8554.553335058157,27,111.34332820583333,m,42.0,18.0,1.0,316.8353087058577
1045,88,august,2015,140334.8407215999,8513.802558735844,26,119.40420717444445,m,42.0,18.0,1.0,327.45394456676325
1046,88,december,2015,130137.67496036534,8068.917017513922,27,110.71666666666667,m,42.0,18.0,1.0,298.8487784264415
1047,88,february,2015,185662.890716955,13627.944587953809,27,185.51953463916666,m,42.0,18.0,1.0,504.7386884427337
1048,88,january,2015,113009.22709788755,8801.384049028902,26,117.34333908944444,m,42.0,18.0,1.0,338.51477111649626
1049,88,july,2015,218238.66604165014,10741.675403118094,27,124.85,m,42.0,18.0,1.0,397.83982974511457
1050,88,june,2015,144323.36111544215,8853.143225650054,26,117.45,m,42.0,18.0,1.0,340.50550867884823
1051,88,march,2015,111446.27765168731,8118.463000010471,27,107.93333333333334,m,42.0,18.0,1.0,300.6838148152026
1052,88,may,2015,170308.78408500185,12720.448954532529,27,162.20683799944445,m,42.0,18.0,1.0,471.12773905676033
1053,88,november,2015,145412.27466644402,8642.422960229082,27,114.9,m,42.0,18.0,1.0,320.08973926774377
1054,88,october,2015,131249.20244637536,9581.667078164288,27,122.61666666666666,m,42.0,18.0,1.0,354.87655845052916
1055,88,september,2015,129493.70325303756,7031.925568699032,26,92.36666666666667,m,42.0,18.0,1.0,270.45867571919354
1056,89,april,2015,301585.6437170041,10688.513410709063,26,137.3,m,41.0,7.5,1.0,411.0966696426563
1057,89,august,2015,134300.84809340994,8036.662280474573,27,108.89013349055556,m,41.0,7.5,1.0,297.6541585360953
1058,89,december,2015,150010.17070191746,7341.857181974465,25,92.78333333333333,m,41.0,7.5,1.0,293.67428727897857
1059,89,february,2015,117048.01735193493,8904.545442314196,27,120.76666666666667,m,41.0,7.5,1.0,329.79797934497026
1060,89,january,2015,140584.8587095493,10681.471492305496,26,150.20501899972223,m,41.0,7.5,1.0,410.82582662713446
1061,89,july,2015,170845.45401976578,9254.234964724563,27,128.77387350666666,m,41.0,7.5,1.0,342.7494431379468
1062,89,june,2015,149615.9397039332,8787.13039483838,27,119.52646964527779,m,41.0,7.5,1.0,325.44927388290296
1063,89,march,2015,130516.51819541598,9292.037627915459,27,108.02360962972222,m,41.0,7.5,1.0,344.14954177464665
1064,89,may,2015,116680.78332381046,6761.670524638863,27,91.02562242972222,m,41.0,7.5,1.0,250.43224165329121
1065,89,november,2015,107377.04619905949,7482.124080459182,26,101.34410304027777,m,41.0,7.5,1.0,287.7740030945839
1066,89,october,2015,169539.99415960698,9705.654834479272,25,118.43333333333334,m,41.0,7.5,1.0,388.22619337917087
1067,89,september,2015,138908.79560685437,8145.911487523694,27,108.97662835388888,m,41.0,7.5,1.0,301.70042546384053
1068,90,april,2015,188847.02471541965,10932.426255431817,27,150.31218700555556,m,58.0,11.5,1.0,404.9046761271043
1069,90,august,2015,179400.9571311612,9774.63379271447,27,133.08333333333334,m,58.0,11.5,1.0,362.02347380423964
1070,90,december,2015,119525.67687922451,7911.194514607306,26,107.54056129333334,m,58.0,11.5,1.0,304.276712100281
1071,90,february,2015,122016.50191228342,6981.288942419317,24,93.4,m,58.0,11.5,1.0,290.88703926747155
1072,90,january,2015,116700.32148638456,6846.724542166679,25,89.20424926666666,m,58.0,11.5,1.0,273.86898168666715
1073,90,july,2015,110317.16713058477,8327.588172192121,26,106.08333333333333,m,58.0,11.5,1.0,320.29185277662003
1074,90,june,2015,149042.4006195036,8603.667890531113,27,105.15899680305556,m,58.0,11.5,1.0,318.65436631596714
1075,90,march,2015,161701.11164586619,10171.881185437675,27,121.24548339611111,m,58.0,11.5,1.0,376.73634020139536
1076,90,may,2015,132479.55869424876,8207.28459364908,27,107.48333333333333,m,58.0,11.5,1.0,303.9735034684844
1077,90,november,2015,115818.7884143191,7434.74089406308,26,99.74148741722222,m,58.0,11.5,1.0,285.95157284858
1078,90,october,2015,148176.8514534073,12549.318298578597,27,178.45,m,58.0,11.5,1.0,464.78956661402214
1079,90,september,2015,99901.27401524679,7644.094560682702,27,101.61666666666666,m,58.0,11.5,1.0,283.11461335861856
1080,91,april,2015,134544.0773611639,8832.124528302942,25,120.2,m,32.0,2.7,1.0,353.2849811321177
1081,91,august,2015,147182.67878021757,10329.685100529376,27,135.2402387897222,m,32.0,2.7,1.0,382.5809296492361
1082,91,december,2015,127818.75647291502,8323.333641766494,26,108.87738077583333,m,32.0,2.7,1.0,320.12821699101903
1083,91,february,2015,114334.23313410913,8529.459631342774,27,114.66392404305556,m,32.0,2.7,1.0,315.9059122719546
1084,91,january,2015,145241.59360445244,9591.924397112856,27,121.80440109638889,m,32.0,2.7,1.0,355.25645915232803
1085,91,july,2015,155076.3782847666,9297.404337959393,27,124.98333333333333,m,32.0,2.7,1.0,344.34830881331084
1086,91,june,2015,190578.3962449111,11350.60956321664,26,140.31666666666666,m,32.0,2.7,1.0,436.5619062775631
1087,91,march,2015,162425.71827665967,10006.647185357431,26,133.22554747055557,m,32.0,2.7,1.0,384.8710455906704
1088,91,may,2015,162140.20861868607,8249.769757780696,27,108.37959095972222,m,32.0,2.7,1.0,305.5470280659517
1089,91,november,2015,105664.21404607034,7931.261432944976,27,106.60607095361111,m,32.0,2.7,1.0,293.75042344240654
1090,91,october,2015,128194.38469633879,8294.840220178183,27,112.09005914166667,m,32.0,2.7,1.0,307.2163044510438
1091,91,september,2015,144821.2728078781,8290.728676517843,27,114.26666666666667,m,32.0,2.7,1.0,307.0640250562164
1092,92,april,2015,220900.45163774566,12097.410673894974,27,167.26666666666665,m,40.0,15.1,1.0,448.05224718129534
1093,92,august,2015,205042.57008684127,11482.498848306568,27,137.85,m,40.0,15.1,1.0,425.27773512246546
1094,92,december,2015,178165.06163265352,8989.521452552313,26,126.1,m,40.0,15.1,1.0,345.7508250981659
1095,92,february,2015,92055.94820678774,6936.2329609720755,27,96.18333333333334,m,40.0,15.1,1.0,256.8975170730398
1096,92,january,2015,148677.62598212858,9092.797951160721,25,125.0,m,40.0,15.1,1.0,363.7119180464288
1097,92,july,2015,234788.45883057555,9489.0386942406,26,125.56666666666666,m,40.0,15.1,1.0,364.96302670156155
1098,92,june,2015,219152.33236040504,14242.533464777296,27,189.26666666666668,m,40.0,15.1,1.0,527.5012394361961
1099,92,march,2015,110104.60765104416,8934.693883478098,27,120.71666666666667,m,40.0,15.1,1.0,330.9145882769666
1100,92,may,2015,124350.88523489698,7736.32714226716,24,104.1,m,40.0,15.1,1.0,322.34696426113163
1101,92,november,2015,186176.5524376468,10814.104698383153,26,133.48333333333335,m,40.0,15.1,1.0,415.9271037839674
1102,92,october,2015,186494.50054479277,10583.878769654593,27,117.73333333333333,m,40.0,15.1,1.0,391.9955099872072
1103,92,september,2015,307517.47455042164,12087.205096260323,27,157.75157468055556,m,40.0,15.1,1.0,447.6742628244564
1104,93,april,2015,177258.7039692484,11767.141686606787,27,136.31666666666666,f,36.0,14.3,1.0,435.82006246691805
1105,93,august,2015,138826.80023909194,7659.850618616284,27,102.35,f,36.0,14.3,1.0,283.6981710598624
1106,93,december,2015,197813.62947379722,12021.11466378978,27,157.63333333333333,f,36.0,14.3,1.0,445.2264690292511
1107,93,february,2015,145326.82149471185,8201.720872543028,27,104.38632161722222,f,36.0,14.3,1.0,303.76743972381587
1108,93,january,2015,275724.15389292454,10301.475149714452,27,134.41666666666666,f,36.0,14.3,1.0,381.5361166560908
1109,93,july,2015,216734.11189275558,11008.45079588471,27,146.66666666666666,f,36.0,14.3,1.0,407.72039984758186
1110,93,june,2015,116860.67523351229,7550.1291825040535,27,102.73333333333333,f,36.0,14.3,1.0,279.6344141668168
1111,93,march,2015,126857.85832011879,8483.275944257004,27,116.76666666666667,f,36.0,14.3,1.0,314.195405342852
1112,93,may,2015,159632.77927465073,9533.194391441302,27,133.51666666666665,f,36.0,14.3,1.0,353.0812737570853
1113,93,november,2015,148039.6655916356,8952.342801268303,27,121.03333333333333,f,36.0,14.3,1.0,331.5682518988261
1114,93,october,2015,144736.81662136616,9391.231933795827,27,125.26666666666667,f,36.0,14.3,1.0,347.823404955401
1115,93,september,2015,162104.11159162148,9099.368214679387,27,123.76056878277778,f,36.0,14.3,1.0,337.01363758071807
1116,94,april,2015,105063.80500997542,7649.190065696315,27,100.63142485888889,m,124.0,9.2,1.0,283.3033357665302
1117,94,august,2015,136996.33022649298,7599.437338047113,27,104.76666666666667,m,124.0,9.2,1.0,281.4606421498931
1118,94,december,2015,112042.75362717925,7446.040438939524,27,99.63233686888888,m,124.0,9.2,1.0,275.7792755162787
